Average Speed-up: 98.96%
Average Speed-up Factor: 107.20x

Hydrograph H231: Ground Truth = 80.88s, AI Model = 0.77s, Speed-up = 99.05%, Speed-up Factor = 105.04x
Hydrograph H232: Ground Truth = 86.02s, AI Model = 0.86s, Speed-up = 99.00%, Speed-up Factor = 100.02x
Hydrograph H233: Ground Truth = 80.88s, AI Model = 0.84s, Speed-up = 98.96%, Speed-up Factor = 96.29x
Hydrograph H234: Ground Truth = 80.94s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.22x
Hydrograph H235: Ground Truth = 80.91s, AI Model = 1.04s, Speed-up = 98.71%, Speed-up Factor = 77.80x
Hydrograph H236: Ground Truth = 85.92s, AI Model = 1.29s, Speed-up = 98.50%, Speed-up Factor = 66.60x
Hydrograph H237: Ground Truth = 81.29s, AI Model = 0.97s, Speed-up = 98.81%, Speed-up Factor = 83.80x
Hydrograph H238: Ground Truth = 75.85s, AI Model = 0.63s, Speed-up = 99.17%, Speed-up Factor = 120.40x
Hydrograph H239: Ground Truth = 75.83s, AI Model = 1.04s, Speed-up = 98.63%, Speed-up Factor = 72.91x
Hydrograph H240: Ground Truth = 75.85s, AI Model = 0.66s, Speed-up = 99.13%, Speed-up Factor = 114.92x
Hydrograph H241: Ground Truth = 75.84s, AI Model = 1.04s, Speed-up = 98.63%, Speed-up Factor = 72.92x
Hydrograph H242: Ground Truth = 70.82s, AI Model = 0.65s, Speed-up = 99.08%, Speed-up Factor = 108.95x
Hydrograph H243: Ground Truth = 80.85s, AI Model = 1.30s, Speed-up = 98.39%, Speed-up Factor = 62.19x
Hydrograph H244: Ground Truth = 85.95s, AI Model = 1.42s, Speed-up = 98.35%, Speed-up Factor = 60.53x
Hydrograph H245: Ground Truth = 90.89s, AI Model = 0.97s, Speed-up = 98.93%, Speed-up Factor = 93.70x
Hydrograph H246: Ground Truth = 80.88s, AI Model = 0.65s, Speed-up = 99.20%, Speed-up Factor = 124.43x
Hydrograph H247: Ground Truth = 86.07s, AI Model = 0.84s, Speed-up = 99.02%, Speed-up Factor = 102.46x
Hydrograph H248: Ground Truth = 80.87s, AI Model = 1.30s, Speed-up = 98.39%, Speed-up Factor = 62.21x
Hydrograph H249: Ground Truth = 80.88s, AI Model = 0.65s, Speed-up = 99.20%, Speed-up Factor = 124.43x
Hydrograph H250: Ground Truth = 80.94s, AI Model = 1.30s, Speed-up = 98.39%, Speed-up Factor = 62.26x
Hydrograph H251: Ground Truth = 75.88s, AI Model = 0.97s, Speed-up = 98.72%, Speed-up Factor = 78.23x
Hydrograph H252: Ground Truth = 80.85s, AI Model = 1.29s, Speed-up = 98.40%, Speed-up Factor = 62.67x
Hydrograph H253: Ground Truth = 80.83s, AI Model = 1.48s, Speed-up = 98.17%, Speed-up Factor = 54.61x
Hydrograph H254: Ground Truth = 75.97s, AI Model = 1.28s, Speed-up = 98.32%, Speed-up Factor = 59.35x
Hydrograph H255: Ground Truth = 75.84s, AI Model = 1.29s, Speed-up = 98.30%, Speed-up Factor = 58.79x
Hydrograph H256: Ground Truth = 75.82s, AI Model = 0.67s, Speed-up = 99.12%, Speed-up Factor = 113.16x
Hydrograph H257: Ground Truth = 80.87s, AI Model = 0.86s, Speed-up = 98.94%, Speed-up Factor = 94.03x
Hydrograph H258: Ground Truth = 75.89s, AI Model = 0.87s, Speed-up = 98.85%, Speed-up Factor = 87.23x
Hydrograph H259: Ground Truth = 86.03s, AI Model = 1.04s, Speed-up = 98.79%, Speed-up Factor = 82.72x
Hydrograph H260: Ground Truth = 85.90s, AI Model = 1.52s, Speed-up = 98.23%, Speed-up Factor = 56.51x
Hydrograph H261: Ground Truth = 85.90s, AI Model = 0.86s, Speed-up = 99.00%, Speed-up Factor = 99.88x
Hydrograph H262: Ground Truth = 85.92s, AI Model = 1.28s, Speed-up = 98.51%, Speed-up Factor = 67.12x
Hydrograph H263: Ground Truth = 85.90s, AI Model = 0.85s, Speed-up = 99.01%, Speed-up Factor = 101.06x
Hydrograph H264: Ground Truth = 80.93s, AI Model = 0.65s, Speed-up = 99.20%, Speed-up Factor = 124.51x
Hydrograph H265: Ground Truth = 80.96s, AI Model = 1.55s, Speed-up = 98.09%, Speed-up Factor = 52.23x
Hydrograph H266: Ground Truth = 80.93s, AI Model = 1.29s, Speed-up = 98.41%, Speed-up Factor = 62.74x
Hydrograph H267: Ground Truth = 80.91s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.19x
Hydrograph H268: Ground Truth = 80.91s, AI Model = 1.29s, Speed-up = 98.41%, Speed-up Factor = 62.72x
Hydrograph H269: Ground Truth = 86.03s, AI Model = 0.63s, Speed-up = 99.27%, Speed-up Factor = 136.56x
Hydrograph H270: Ground Truth = 85.95s, AI Model = 0.97s, Speed-up = 98.87%, Speed-up Factor = 88.61x
Hydrograph H271: Ground Truth = 80.92s, AI Model = 1.29s, Speed-up = 98.41%, Speed-up Factor = 62.73x
Hydrograph H272: Ground Truth = 81.06s, AI Model = 1.05s, Speed-up = 98.70%, Speed-up Factor = 77.20x
Hydrograph H273: Ground Truth = 80.94s, AI Model = 1.05s, Speed-up = 98.70%, Speed-up Factor = 77.09x
Hydrograph H274: Ground Truth = 80.93s, AI Model = 0.96s, Speed-up = 98.81%, Speed-up Factor = 84.30x
Hydrograph H275: Ground Truth = 80.96s, AI Model = 0.64s, Speed-up = 99.21%, Speed-up Factor = 126.50x
Hydrograph H276: Ground Truth = 80.96s, AI Model = 1.41s, Speed-up = 98.26%, Speed-up Factor = 57.42x
Hydrograph H277: Ground Truth = 80.92s, AI Model = 0.64s, Speed-up = 99.21%, Speed-up Factor = 126.44x
Hydrograph H278: Ground Truth = 85.92s, AI Model = 1.30s, Speed-up = 98.49%, Speed-up Factor = 66.09x
Hydrograph H279: Ground Truth = 80.88s, AI Model = 1.03s, Speed-up = 98.73%, Speed-up Factor = 78.52x
Hydrograph H280: Ground Truth = 80.88s, AI Model = 1.04s, Speed-up = 98.71%, Speed-up Factor = 77.77x
Hydrograph H281: Ground Truth = 80.99s, AI Model = 0.99s, Speed-up = 98.78%, Speed-up Factor = 81.81x
Hydrograph H282: Ground Truth = 75.84s, AI Model = 1.30s, Speed-up = 98.29%, Speed-up Factor = 58.34x
Hydrograph H283: Ground Truth = 80.87s, AI Model = 1.07s, Speed-up = 98.68%, Speed-up Factor = 75.58x
Hydrograph H284: Ground Truth = 80.92s, AI Model = 0.97s, Speed-up = 98.80%, Speed-up Factor = 83.42x
Hydrograph H285: Ground Truth = 85.95s, AI Model = 1.42s, Speed-up = 98.35%, Speed-up Factor = 60.53x
Hydrograph H286: Ground Truth = 80.91s, AI Model = 0.65s, Speed-up = 99.20%, Speed-up Factor = 124.48x
Hydrograph H287: Ground Truth = 80.95s, AI Model = 0.86s, Speed-up = 98.94%, Speed-up Factor = 94.13x
Hydrograph H288: Ground Truth = 85.92s, AI Model = 1.29s, Speed-up = 98.50%, Speed-up Factor = 66.60x
Hydrograph H289: Ground Truth = 85.90s, AI Model = 1.47s, Speed-up = 98.29%, Speed-up Factor = 58.44x
Hydrograph H290: Ground Truth = 80.88s, AI Model = 1.05s, Speed-up = 98.70%, Speed-up Factor = 77.03x
Hydrograph H291: Ground Truth = 75.85s, AI Model = 1.72s, Speed-up = 97.73%, Speed-up Factor = 44.10x
Hydrograph H292: Ground Truth = 70.98s, AI Model = 1.50s, Speed-up = 97.89%, Speed-up Factor = 47.32x
Hydrograph H293: Ground Truth = 75.85s, AI Model = 0.85s, Speed-up = 98.88%, Speed-up Factor = 89.24x
Hydrograph H294: Ground Truth = 80.83s, AI Model = 1.29s, Speed-up = 98.40%, Speed-up Factor = 62.66x
Hydrograph H295: Ground Truth = 75.97s, AI Model = 1.28s, Speed-up = 98.32%, Speed-up Factor = 59.35x
Hydrograph H296: Ground Truth = 75.85s, AI Model = 1.04s, Speed-up = 98.63%, Speed-up Factor = 72.93x
Hydrograph H297: Ground Truth = 80.95s, AI Model = 1.78s, Speed-up = 97.80%, Speed-up Factor = 45.48x
Hydrograph H298: Ground Truth = 85.89s, AI Model = 1.05s, Speed-up = 98.78%, Speed-up Factor = 81.80x
Hydrograph H299: Ground Truth = 80.95s, AI Model = 0.97s, Speed-up = 98.80%, Speed-up Factor = 83.45x
Hydrograph H300: Ground Truth = 80.86s, AI Model = 1.30s, Speed-up = 98.39%, Speed-up Factor = 62.20x
Hydrograph H301: Ground Truth = 85.92s, AI Model = 0.96s, Speed-up = 98.88%, Speed-up Factor = 89.50x
Hydrograph H302: Ground Truth = 80.89s, AI Model = 1.28s, Speed-up = 98.42%, Speed-up Factor = 63.20x
Hydrograph H303: Ground Truth = 81.07s, AI Model = 1.05s, Speed-up = 98.70%, Speed-up Factor = 77.21x
Hydrograph H304: Ground Truth = 85.93s, AI Model = 1.09s, Speed-up = 98.73%, Speed-up Factor = 78.83x
Hydrograph H305: Ground Truth = 80.85s, AI Model = 1.30s, Speed-up = 98.39%, Speed-up Factor = 62.19x
Hydrograph H306: Ground Truth = 75.86s, AI Model = 1.10s, Speed-up = 98.55%, Speed-up Factor = 68.96x
Hydrograph H307: Ground Truth = 75.84s, AI Model = 0.96s, Speed-up = 98.73%, Speed-up Factor = 79.00x
Hydrograph H308: Ground Truth = 75.84s, AI Model = 0.95s, Speed-up = 98.75%, Speed-up Factor = 79.83x
Hydrograph H309: Ground Truth = 75.85s, AI Model = 0.86s, Speed-up = 98.87%, Speed-up Factor = 88.20x
Hydrograph H310: Ground Truth = 85.83s, AI Model = 1.07s, Speed-up = 98.75%, Speed-up Factor = 80.21x
Hydrograph H311: Ground Truth = 80.88s, AI Model = 1.05s, Speed-up = 98.70%, Speed-up Factor = 77.03x
Hydrograph H312: Ground Truth = 91.09s, AI Model = 1.05s, Speed-up = 98.85%, Speed-up Factor = 86.75x
Hydrograph H313: Ground Truth = 80.92s, AI Model = 1.28s, Speed-up = 98.42%, Speed-up Factor = 63.22x
Hydrograph H314: Ground Truth = 81.07s, AI Model = 1.29s, Speed-up = 98.41%, Speed-up Factor = 62.84x
Hydrograph H315: Ground Truth = 85.91s, AI Model = 0.83s, Speed-up = 99.03%, Speed-up Factor = 103.51x
Hydrograph H316: Ground Truth = 85.91s, AI Model = 0.85s, Speed-up = 99.01%, Speed-up Factor = 101.07x
Hydrograph H317: Ground Truth = 80.92s, AI Model = 1.20s, Speed-up = 98.52%, Speed-up Factor = 67.43x
Hydrograph H318: Ground Truth = 70.84s, AI Model = 0.85s, Speed-up = 98.80%, Speed-up Factor = 83.34x
Hydrograph H319: Ground Truth = 75.84s, AI Model = 1.50s, Speed-up = 98.02%, Speed-up Factor = 50.56x
Hydrograph H320: Ground Truth = 75.85s, AI Model = 1.53s, Speed-up = 97.98%, Speed-up Factor = 49.58x
Hydrograph H321: Ground Truth = 75.85s, AI Model = 1.49s, Speed-up = 98.04%, Speed-up Factor = 50.91x
Hydrograph H322: Ground Truth = 75.85s, AI Model = 1.28s, Speed-up = 98.31%, Speed-up Factor = 59.26x
Hydrograph H323: Ground Truth = 75.84s, AI Model = 1.28s, Speed-up = 98.31%, Speed-up Factor = 59.25x
Hydrograph H324: Ground Truth = 85.91s, AI Model = 0.86s, Speed-up = 99.00%, Speed-up Factor = 99.90x
Hydrograph H325: Ground Truth = 85.89s, AI Model = 0.86s, Speed-up = 99.00%, Speed-up Factor = 99.87x
Hydrograph H326: Ground Truth = 86.12s, AI Model = 1.28s, Speed-up = 98.51%, Speed-up Factor = 67.28x
Hydrograph H327: Ground Truth = 80.88s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.15x
Hydrograph H328: Ground Truth = 80.93s, AI Model = 1.51s, Speed-up = 98.13%, Speed-up Factor = 53.60x
Hydrograph H329: Ground Truth = 80.89s, AI Model = 1.14s, Speed-up = 98.59%, Speed-up Factor = 70.96x
Hydrograph H330: Ground Truth = 80.96s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.25x
Hydrograph H331: Ground Truth = 80.93s, AI Model = 1.14s, Speed-up = 98.59%, Speed-up Factor = 70.99x
Hydrograph H332: Ground Truth = 75.85s, AI Model = 0.66s, Speed-up = 99.13%, Speed-up Factor = 114.92x
Hydrograph H333: Ground Truth = 75.84s, AI Model = 1.05s, Speed-up = 98.62%, Speed-up Factor = 72.23x
Hydrograph H334: Ground Truth = 80.83s, AI Model = 1.07s, Speed-up = 98.68%, Speed-up Factor = 75.54x
Hydrograph H335: Ground Truth = 75.85s, AI Model = 0.97s, Speed-up = 98.72%, Speed-up Factor = 78.20x
Hydrograph H336: Ground Truth = 75.85s, AI Model = 0.85s, Speed-up = 98.88%, Speed-up Factor = 89.24x
Hydrograph H337: Ground Truth = 80.84s, AI Model = 1.30s, Speed-up = 98.39%, Speed-up Factor = 62.18x
Hydrograph H338: Ground Truth = 80.91s, AI Model = 0.64s, Speed-up = 99.21%, Speed-up Factor = 126.42x
Hydrograph H339: Ground Truth = 85.89s, AI Model = 0.86s, Speed-up = 99.00%, Speed-up Factor = 99.87x
Hydrograph H340: Ground Truth = 80.88s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.15x
Hydrograph H341: Ground Truth = 80.89s, AI Model = 1.28s, Speed-up = 98.42%, Speed-up Factor = 63.20x
Hydrograph H342: Ground Truth = 85.93s, AI Model = 0.65s, Speed-up = 99.24%, Speed-up Factor = 132.20x
Hydrograph H343: Ground Truth = 81.06s, AI Model = 1.05s, Speed-up = 98.70%, Speed-up Factor = 77.20x
Hydrograph H344: Ground Truth = 80.90s, AI Model = 1.29s, Speed-up = 98.41%, Speed-up Factor = 62.71x
Hydrograph H345: Ground Truth = 80.90s, AI Model = 0.97s, Speed-up = 98.80%, Speed-up Factor = 83.40x
Hydrograph H346: Ground Truth = 80.82s, AI Model = 1.37s, Speed-up = 98.30%, Speed-up Factor = 58.99x
Hydrograph H347: Ground Truth = 80.99s, AI Model = 0.83s, Speed-up = 98.98%, Speed-up Factor = 97.58x
Hydrograph H348: Ground Truth = 80.92s, AI Model = 0.97s, Speed-up = 98.80%, Speed-up Factor = 83.42x
Hydrograph H349: Ground Truth = 85.91s, AI Model = 0.66s, Speed-up = 99.23%, Speed-up Factor = 130.17x
Hydrograph H350: Ground Truth = 85.93s, AI Model = 0.64s, Speed-up = 99.26%, Speed-up Factor = 134.27x
Hydrograph H351: Ground Truth = 85.87s, AI Model = 0.98s, Speed-up = 98.86%, Speed-up Factor = 87.62x
Hydrograph H352: Ground Truth = 80.92s, AI Model = 1.16s, Speed-up = 98.57%, Speed-up Factor = 69.76x
Hydrograph H353: Ground Truth = 80.91s, AI Model = 1.63s, Speed-up = 97.99%, Speed-up Factor = 49.64x
Hydrograph H354: Ground Truth = 80.95s, AI Model = 1.28s, Speed-up = 98.42%, Speed-up Factor = 63.24x
Hydrograph H355: Ground Truth = 85.97s, AI Model = 1.48s, Speed-up = 98.28%, Speed-up Factor = 58.09x
Hydrograph H356: Ground Truth = 80.89s, AI Model = 1.29s, Speed-up = 98.41%, Speed-up Factor = 62.71x
Hydrograph H357: Ground Truth = 80.90s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.18x
Hydrograph H358: Ground Truth = 86.09s, AI Model = 0.67s, Speed-up = 99.22%, Speed-up Factor = 128.49x
Hydrograph H359: Ground Truth = 80.90s, AI Model = 1.05s, Speed-up = 98.70%, Speed-up Factor = 77.05x
Hydrograph H360: Ground Truth = 80.95s, AI Model = 0.97s, Speed-up = 98.80%, Speed-up Factor = 83.45x
Hydrograph H361: Ground Truth = 80.90s, AI Model = 0.77s, Speed-up = 99.05%, Speed-up Factor = 105.06x
Hydrograph H362: Ground Truth = 75.89s, AI Model = 1.04s, Speed-up = 98.63%, Speed-up Factor = 72.97x
Hydrograph H363: Ground Truth = 75.85s, AI Model = 1.28s, Speed-up = 98.31%, Speed-up Factor = 59.26x
Hydrograph H364: Ground Truth = 80.86s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.13x
Hydrograph H365: Ground Truth = 80.92s, AI Model = 1.50s, Speed-up = 98.15%, Speed-up Factor = 53.95x
Hydrograph H366: Ground Truth = 80.98s, AI Model = 1.28s, Speed-up = 98.42%, Speed-up Factor = 63.27x
Hydrograph H367: Ground Truth = 80.93s, AI Model = 1.31s, Speed-up = 98.38%, Speed-up Factor = 61.78x
Hydrograph H368: Ground Truth = 80.86s, AI Model = 1.37s, Speed-up = 98.31%, Speed-up Factor = 59.02x
Hydrograph H369: Ground Truth = 81.27s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.61x
Hydrograph H370: Ground Truth = 85.92s, AI Model = 0.96s, Speed-up = 98.88%, Speed-up Factor = 89.50x
Hydrograph H371: Ground Truth = 85.95s, AI Model = 0.97s, Speed-up = 98.87%, Speed-up Factor = 88.61x
Hydrograph H372: Ground Truth = 75.86s, AI Model = 1.28s, Speed-up = 98.31%, Speed-up Factor = 59.27x
Hydrograph H373: Ground Truth = 75.85s, AI Model = 1.05s, Speed-up = 98.62%, Speed-up Factor = 72.24x
Hydrograph H374: Ground Truth = 75.86s, AI Model = 1.05s, Speed-up = 98.62%, Speed-up Factor = 72.25x
Hydrograph H375: Ground Truth = 75.85s, AI Model = 0.97s, Speed-up = 98.72%, Speed-up Factor = 78.20x
Hydrograph H376: Ground Truth = 75.85s, AI Model = 1.03s, Speed-up = 98.64%, Speed-up Factor = 73.64x
Hydrograph H377: Ground Truth = 75.93s, AI Model = 1.29s, Speed-up = 98.30%, Speed-up Factor = 58.86x
Hydrograph H378: Ground Truth = 80.93s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.21x
Hydrograph H379: Ground Truth = 80.97s, AI Model = 1.28s, Speed-up = 98.42%, Speed-up Factor = 63.26x
Hydrograph H380: Ground Truth = 80.91s, AI Model = 1.69s, Speed-up = 97.91%, Speed-up Factor = 47.88x
Hydrograph H381: Ground Truth = 86.12s, AI Model = 1.04s, Speed-up = 98.79%, Speed-up Factor = 82.81x
Hydrograph H382: Ground Truth = 80.88s, AI Model = 1.05s, Speed-up = 98.70%, Speed-up Factor = 77.03x
Hydrograph H383: Ground Truth = 85.94s, AI Model = 1.05s, Speed-up = 98.78%, Speed-up Factor = 81.85x
Hydrograph H384: Ground Truth = 80.90s, AI Model = 0.67s, Speed-up = 99.17%, Speed-up Factor = 120.75x
Hydrograph H385: Ground Truth = 80.96s, AI Model = 1.28s, Speed-up = 98.42%, Speed-up Factor = 63.25x
Hydrograph H386: Ground Truth = 80.84s, AI Model = 1.49s, Speed-up = 98.16%, Speed-up Factor = 54.26x
Hydrograph H387: Ground Truth = 80.84s, AI Model = 0.65s, Speed-up = 99.20%, Speed-up Factor = 124.37x
Hydrograph H388: Ground Truth = 80.86s, AI Model = 1.04s, Speed-up = 98.71%, Speed-up Factor = 77.75x
Hydrograph H389: Ground Truth = 80.93s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.21x
Hydrograph H390: Ground Truth = 85.96s, AI Model = 1.31s, Speed-up = 98.48%, Speed-up Factor = 65.62x
Hydrograph H391: Ground Truth = 86.26s, AI Model = 1.05s, Speed-up = 98.78%, Speed-up Factor = 82.15x
Hydrograph H392: Ground Truth = 85.93s, AI Model = 0.85s, Speed-up = 99.01%, Speed-up Factor = 101.09x
Hydrograph H393: Ground Truth = 85.95s, AI Model = 0.97s, Speed-up = 98.87%, Speed-up Factor = 88.61x
Hydrograph H394: Ground Truth = 80.92s, AI Model = 0.65s, Speed-up = 99.20%, Speed-up Factor = 124.49x
Hydrograph H395: Ground Truth = 80.93s, AI Model = 1.29s, Speed-up = 98.41%, Speed-up Factor = 62.74x
Hydrograph H396: Ground Truth = 96.05s, AI Model = 0.98s, Speed-up = 98.98%, Speed-up Factor = 98.01x
Hydrograph H397: Ground Truth = 91.02s, AI Model = 1.04s, Speed-up = 98.86%, Speed-up Factor = 87.52x
Hydrograph H398: Ground Truth = 91.05s, AI Model = 0.66s, Speed-up = 99.28%, Speed-up Factor = 137.95x
Hydrograph H399: Ground Truth = 86.04s, AI Model = 0.76s, Speed-up = 99.12%, Speed-up Factor = 113.21x
Hydrograph H400: Ground Truth = 85.96s, AI Model = 0.97s, Speed-up = 98.87%, Speed-up Factor = 88.62x
Hydrograph H401: Ground Truth = 85.91s, AI Model = 0.98s, Speed-up = 98.86%, Speed-up Factor = 87.66x
Hydrograph H402: Ground Truth = 85.92s, AI Model = 0.85s, Speed-up = 99.01%, Speed-up Factor = 101.08x
Hydrograph H403: Ground Truth = 85.97s, AI Model = 1.27s, Speed-up = 98.52%, Speed-up Factor = 67.69x
Hydrograph H404: Ground Truth = 75.88s, AI Model = 0.63s, Speed-up = 99.17%, Speed-up Factor = 120.44x
Hydrograph H405: Ground Truth = 75.84s, AI Model = 0.85s, Speed-up = 98.88%, Speed-up Factor = 89.22x
Hydrograph H406: Ground Truth = 75.84s, AI Model = 1.27s, Speed-up = 98.33%, Speed-up Factor = 59.72x
Hydrograph H407: Ground Truth = 75.83s, AI Model = 0.63s, Speed-up = 99.17%, Speed-up Factor = 120.37x
Hydrograph H408: Ground Truth = 75.84s, AI Model = 0.86s, Speed-up = 98.87%, Speed-up Factor = 88.19x
Hydrograph H409: Ground Truth = 75.86s, AI Model = 0.85s, Speed-up = 98.88%, Speed-up Factor = 89.25x
Hydrograph H410: Ground Truth = 75.84s, AI Model = 0.85s, Speed-up = 98.88%, Speed-up Factor = 89.22x
Hydrograph H411: Ground Truth = 80.83s, AI Model = 1.05s, Speed-up = 98.70%, Speed-up Factor = 76.98x
Hydrograph H412: Ground Truth = 75.84s, AI Model = 1.48s, Speed-up = 98.05%, Speed-up Factor = 51.24x
Hydrograph H413: Ground Truth = 75.84s, AI Model = 1.29s, Speed-up = 98.30%, Speed-up Factor = 58.79x
Hydrograph H414: Ground Truth = 75.84s, AI Model = 1.28s, Speed-up = 98.31%, Speed-up Factor = 59.25x
Hydrograph H415: Ground Truth = 80.84s, AI Model = 0.65s, Speed-up = 99.20%, Speed-up Factor = 124.37x
Hydrograph H416: Ground Truth = 80.91s, AI Model = 1.25s, Speed-up = 98.46%, Speed-up Factor = 64.73x
Hydrograph H417: Ground Truth = 85.93s, AI Model = 0.85s, Speed-up = 99.01%, Speed-up Factor = 101.09x
Hydrograph H418: Ground Truth = 80.87s, AI Model = 1.29s, Speed-up = 98.40%, Speed-up Factor = 62.69x
Hydrograph H419: Ground Truth = 80.94s, AI Model = 0.66s, Speed-up = 99.18%, Speed-up Factor = 122.64x
Hydrograph H420: Ground Truth = 80.91s, AI Model = 0.97s, Speed-up = 98.80%, Speed-up Factor = 83.41x
Hydrograph H421: Ground Truth = 80.92s, AI Model = 1.05s, Speed-up = 98.70%, Speed-up Factor = 77.07x
Hydrograph H422: Ground Truth = 85.87s, AI Model = 0.85s, Speed-up = 99.01%, Speed-up Factor = 101.02x
Hydrograph H423: Ground Truth = 80.85s, AI Model = 1.29s, Speed-up = 98.40%, Speed-up Factor = 62.67x
Hydrograph H424: Ground Truth = 75.84s, AI Model = 1.05s, Speed-up = 98.62%, Speed-up Factor = 72.23x
Hydrograph H425: Ground Truth = 75.85s, AI Model = 1.30s, Speed-up = 98.29%, Speed-up Factor = 58.35x
Hydrograph H426: Ground Truth = 80.84s, AI Model = 1.28s, Speed-up = 98.42%, Speed-up Factor = 63.16x
Hydrograph H427: Ground Truth = 75.84s, AI Model = 1.30s, Speed-up = 98.29%, Speed-up Factor = 58.34x
Hydrograph H428: Ground Truth = 75.84s, AI Model = 1.05s, Speed-up = 98.62%, Speed-up Factor = 72.23x
Hydrograph H429: Ground Truth = 80.94s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.22x
Hydrograph H430: Ground Truth = 85.93s, AI Model = 1.40s, Speed-up = 98.37%, Speed-up Factor = 61.38x
Hydrograph H431: Ground Truth = 85.94s, AI Model = 0.95s, Speed-up = 98.89%, Speed-up Factor = 90.46x
Hydrograph H432: Ground Truth = 80.90s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.18x
Hydrograph H433: Ground Truth = 80.92s, AI Model = 1.32s, Speed-up = 98.37%, Speed-up Factor = 61.30x
Hydrograph H434: Ground Truth = 85.96s, AI Model = 0.65s, Speed-up = 99.24%, Speed-up Factor = 132.25x
Hydrograph H435: Ground Truth = 81.07s, AI Model = 0.97s, Speed-up = 98.80%, Speed-up Factor = 83.58x
Hydrograph H436: Ground Truth = 75.93s, AI Model = 0.66s, Speed-up = 99.13%, Speed-up Factor = 115.05x
Hydrograph H437: Ground Truth = 75.84s, AI Model = 0.97s, Speed-up = 98.72%, Speed-up Factor = 78.19x
Hydrograph H438: Ground Truth = 80.83s, AI Model = 0.99s, Speed-up = 98.78%, Speed-up Factor = 81.65x
Hydrograph H439: Ground Truth = 75.96s, AI Model = 1.29s, Speed-up = 98.30%, Speed-up Factor = 58.88x
Hydrograph H440: Ground Truth = 80.83s, AI Model = 1.09s, Speed-up = 98.65%, Speed-up Factor = 74.16x
Hydrograph H441: Ground Truth = 70.84s, AI Model = 1.06s, Speed-up = 98.50%, Speed-up Factor = 66.83x
Hydrograph H442: Ground Truth = 80.84s, AI Model = 1.30s, Speed-up = 98.39%, Speed-up Factor = 62.18x
Hydrograph H443: Ground Truth = 85.95s, AI Model = 0.85s, Speed-up = 99.01%, Speed-up Factor = 101.12x
Hydrograph H444: Ground Truth = 85.95s, AI Model = 0.85s, Speed-up = 99.01%, Speed-up Factor = 101.12x
Hydrograph H445: Ground Truth = 85.90s, AI Model = 0.83s, Speed-up = 99.03%, Speed-up Factor = 103.49x
Hydrograph H446: Ground Truth = 81.04s, AI Model = 0.85s, Speed-up = 98.95%, Speed-up Factor = 95.34x
Hydrograph H447: Ground Truth = 80.93s, AI Model = 0.97s, Speed-up = 98.80%, Speed-up Factor = 83.43x
Hydrograph H448: Ground Truth = 85.93s, AI Model = 0.97s, Speed-up = 98.87%, Speed-up Factor = 88.59x
Hydrograph H449: Ground Truth = 80.94s, AI Model = 1.18s, Speed-up = 98.54%, Speed-up Factor = 68.59x
Hydrograph H450: Ground Truth = 75.82s, AI Model = 0.85s, Speed-up = 98.88%, Speed-up Factor = 89.20x
Hydrograph H451: Ground Truth = 75.85s, AI Model = 0.85s, Speed-up = 98.88%, Speed-up Factor = 89.24x
Hydrograph H452: Ground Truth = 75.83s, AI Model = 0.97s, Speed-up = 98.72%, Speed-up Factor = 78.18x
Hydrograph H453: Ground Truth = 75.85s, AI Model = 0.85s, Speed-up = 98.88%, Speed-up Factor = 89.24x
Hydrograph H454: Ground Truth = 75.86s, AI Model = 0.97s, Speed-up = 98.72%, Speed-up Factor = 78.21x
Hydrograph H455: Ground Truth = 80.86s, AI Model = 0.98s, Speed-up = 98.79%, Speed-up Factor = 82.51x
Hydrograph H456: Ground Truth = 85.88s, AI Model = 0.83s, Speed-up = 99.03%, Speed-up Factor = 103.47x
Hydrograph H457: Ground Truth = 86.06s, AI Model = 0.64s, Speed-up = 99.26%, Speed-up Factor = 134.47x
Hydrograph H458: Ground Truth = 85.87s, AI Model = 1.29s, Speed-up = 98.50%, Speed-up Factor = 66.57x
Hydrograph H459: Ground Truth = 85.93s, AI Model = 1.28s, Speed-up = 98.51%, Speed-up Factor = 67.13x
Hydrograph H460: Ground Truth = 80.93s, AI Model = 0.87s, Speed-up = 98.92%, Speed-up Factor = 93.02x
Hydrograph H461: Ground Truth = 80.89s, AI Model = 0.86s, Speed-up = 98.94%, Speed-up Factor = 94.06x
Hydrograph H462: Ground Truth = 80.94s, AI Model = 1.05s, Speed-up = 98.70%, Speed-up Factor = 77.09x
